file	sha256
renv.lock	8f638ef6f5775c370a71388e2fc0b97da630523902be23a5fec34488db56423b
reporting/STROBE_checklist.docx	f301ccd405bdc5c0ce3af5f741a60d98176042588b2524fa3f2edc4dd78dd701
reporting/STROBE_checklist.pdf	0c7e062d39f306deb985e98eb6a084eede90d1fdd700c0b134b6b7a57b4efe1b
revision/analysis/01_run_A1_D1_RNA_severity_adjusted.R	a3d5b9aa00516302b77c8c332a6a20227e1e85abe73eb3f3d6612ddbee843549
revision/analysis/02_run_A2_RNA_LOCO_centre_stability.R	c03d171aa028bbe4583a03a695f80078a6efb2394839b6e1c9c52e6d74a1c655
revision/analysis/03_run_A3_protein_subset_selection_audit.R	036670dd69017adc0c6fdedd18799c0f371ebed59d5f2e207bc71ef70bd8519d
revision/analysis/05_run_IFN_centre_sensitivity.R	8cd86c6956e3922a350ccd38b0ea7049d55124e21b60cf772a3b8117cd94a5ca
revision/analysis/06_run_D5_EMT_finite_permutation_diagnostic.R	b146633768b91f678c362f04cc42229b13d5d0b4f5c0eb72a61d73e4a946a4e6
revision/analysis/07_run_D3_D5_protein_selection_audit.R	7daeca12260e8b96a0905521d5013d11bcdbc868e889d00df6620b2a60054f65
revision/clinical/01_update_clinical_BH40.R	fa24a3ffc495040f17a372f159a49aa80905294924f8f945cf09663542a4d59e
revision/clinical/clinical40_before_BH_amendment.tsv	8c42c02c0de5dd7a38393eb76dd3db9b027cebfad950acae2343ffa6d39ce69f
revision/cv_sensitivity/R/01_cv_dependence.R	8eb5d33514d6304010a5070fc830ebd93fe75834189892b451d13aacb47b8265
revision/cv_sensitivity/R/02_compare_and_plot.R	cc534185bec861e3adcd145dcb699d0918f3ad4ff84bdbcc3ae2e68576861e96
revision/cv_sensitivity/R/03_verify_outputs.R	0f4f97c47dd052f6e2853d9a78d7de3cf8e9eae6c109140f2ef27b4e26946e6c
revision/cv_sensitivity/history/01_cv_dependence_executed_20260908.R	e57789996239d0a40a2659bece480e0dca8cbe57e97df9554c05c93b86504487
revision/descriptive/gap_private_summary.R	84b5d0c3ddfa507b238345984360522fc4ae4c9f9579fed13a2a5b7be7de0cfa
supplementary_tables/Supplementary_Table_S18_Protein_CV_dependence.xlsx	525fbc8eff152ae8581d311419bfaf2eea270e35ebfc727e1bc63a4751fef6dd
supplementary_tables/Supplementary_Table_S1_Clinical_variable_definitions.xlsx	a8c099ba1088af05a0a7d45215ca88af3df78cc7a9d544a1d2228ddebd436df4
supplementary_tables/Supplementary_Table_S2_Clinical_univariable_Cox.xlsx	2961a1203030c8baae3379ed45b40a8e3aca7bc4c41da04f617d9aa344fc4765
supplementary_tables/Supplementary_Table_S3_RNA_gene_wise_Cox_PH.xlsx	8f6d5bb0289656f3a4033722acbc37a5a0323d334ed1f2800acb2072beccf29b
supplementary_tables/Supplementary_Table_S4_RNA_Hallmark_GSEA.xlsx	b09ca6b8e8fbc92f797c98d3d59f5127a59131cf56a2b58c5533c0d03adc6a3d
supplementary_tables/Supplementary_Table_S5_Protein_wise_Cox_PH.xlsx	931f9a99cae9c362784cbe0244617b252eea256bdae7500db38a16f36b1bfb29
supplementary_tables/Supplementary_Table_S6_Protein_Hallmark_GSEA.xlsx	4c8fb172fad0eb78796e1f84d775bea78695f6c2799a5df19fddd7fc0c655261
supplementary_tables/Supplementary_Table_S7_Cross_omics_models.xlsx	59a196e5fb770b564f3928b41bc9020b3199a396bc53713f642d613ffb959dea
supplementary_tables/Supplementary_Table_S8_D5_availability_IPW.xlsx	064eccda6986d3beca1df53f3dbe71339438c12cc78f61c0a06129652dc22524
supplementary_tables/Supplementary_Table_S9_Complete_baseline_characteristics.xlsx	7bf44b733b41141062eb6239b05e5243dde6d452211ea50a68c8aa08d14325f0
supplementary_tables/Supplementary_Tables_S10-S17_with_S14_baseline.xlsx	1278f2a40ce1c9e24b46834fab410c5e0e4e69be1ecaefdefd0caf1fffcc7ced
table_assembly/README.md	5bef6adb0ebc159d739939d86419be8a65113ca6e7f8d433499d969c5171fb86
table_assembly/SHEET_INPUT_OUTPUT_MAP.tsv	6d005d6420c512fe08bef53ab3629c4bdb2b97f8aa70ce63d5b7ff3d2282763b
table_assembly/WORKBOOK_SHEET_MAP.tsv	9ae957cddc8cf0e043b026c61dc383f44a4ac303d1baa3ba6b0eced6eedcf1c7
table_assembly/assemble.py	5b4c483720a80d2c33620e6698f627eb61a0a8e4bceab9320a58505f05216f10
table_assembly/contracts/Supplementary_Table_S18_Protein_CV_dependence.json	18f4579d06caef2f99cd4226882d14ebf01565f907bcea4477d28c00a880605b
table_assembly/contracts/Supplementary_Table_S18_Protein_CV_dependence_Hallmark_comparison_types.json	418026cfd107c4bbab09cc06cd218f6387527945b2f3afd67ddade865a2b5b44
table_assembly/contracts/Supplementary_Table_S18_Protein_CV_dependence_Selected_associations_types.json	c12fae0d37ae2a81d57bda88c5d2c9d4e810a704a1b3ff7decd5bdcf66c48226
table_assembly/contracts/Supplementary_Table_S1_Clinical_variable_definitions.json	79855c0b0226f2a66fb7e90c50c367ccff98d7b91de388f2350a60ce14054665
table_assembly/contracts/Supplementary_Table_S1_Clinical_variable_definitions_Excluded_missing_types.json	bc0699943e7346e7572a18ec90c299d88193535fc613ba2bf5014bc7bab13476
table_assembly/contracts/Supplementary_Table_S1_Clinical_variable_definitions_Infection_mapping_types.json	c39cdb773065cf788e38537e16a8b013a2432a754986b8bdd54a71b7b0edb9fb
table_assembly/contracts/Supplementary_Table_S1_Clinical_variable_definitions_Sparse_event_audit_types.json	9906b7ad217eed2b5c741cfec257582717fc8af8aac683edb835471c573cf2b9
table_assembly/contracts/Supplementary_Table_S1_Clinical_variable_definitions_Variable_dictionary_types.json	b6bc63741bede0ec5cdcf1832c67cf41e6d19a30a949d6601a9a63006436c60f
table_assembly/contracts/Supplementary_Table_S2_Clinical_univariable_Cox.json	4cb6c9374081dc34dfba500f1bf647425ac85092f8fcf85173fc43b724ec6d7d
table_assembly/contracts/Supplementary_Table_S2_Clinical_univariable_Cox_Diagnostics_types.json	c79780bbbdd4a4da5d5f488da26b10ccd526f883257bbcb88a8f432576e52390
table_assembly/contracts/Supplementary_Table_S2_Clinical_univariable_Cox_Univariable_Cox_types.json	54fbc7d90333f8bcaa1620ba0737787aa495a68544c933399f33726b13b32365
table_assembly/contracts/Supplementary_Table_S3_RNA_gene_wise_Cox_PH.json	4bcfd6d09dfb476b6c481942c6941c7f55ae41cac4b904a5cd4107fc995450b0
table_assembly/contracts/Supplementary_Table_S3_RNA_gene_wise_Cox_PH_Cox_diagnostics_types.json	8d494fed439a3abc6f35acd7f45861ebea4e931f521944f1c84faac4791335e1
table_assembly/contracts/Supplementary_Table_S3_RNA_gene_wise_Cox_PH_Gene_Cox_PH_types.json	186266b58ba8ff6439d1a5acb941e72525887d4de1b18dcf7d013765a68d3054
table_assembly/contracts/Supplementary_Table_S4_RNA_Hallmark_GSEA.json	e6e320c98380360efc911b2979f7ca99071847008d483c64c2e87aef82517a5f
table_assembly/contracts/Supplementary_Table_S4_RNA_Hallmark_GSEA_GSEA_diagnostics_types.json	bf50bbdab9d54f670f29de3f763a700c35c6861e5d4128a629e5f56aaef6bd9f
table_assembly/contracts/Supplementary_Table_S4_RNA_Hallmark_GSEA_Hallmark_GSEA_types.json	2d48a3036db3c8c62089425b489c7dbbd5bcd3b111e8f4ed9c00d826cb51af31
table_assembly/contracts/Supplementary_Table_S4_RNA_Hallmark_GSEA_Leading_edges_types.json	ce5a6f0632594567988d4fae129aa76359fc396eb19afaddab151111bd1c47f8
table_assembly/contracts/Supplementary_Table_S5_Protein_wise_Cox_PH.json	085b701fb9d14aaf01ca586b7db56ea7d6e338495189b913dbcc133713daa750
table_assembly/contracts/Supplementary_Table_S5_Protein_wise_Cox_PH_Model_diagnostics_types.json	e678ff782eb62b92bf9a9bae484572c5f4602297f3caa6ab3a794eafcc239c16
table_assembly/contracts/Supplementary_Table_S5_Protein_wise_Cox_PH_Protein_Cox_PH_types.json	4c378224fd58398a6df16e4451a276d055cf04c269e49a6a6a7c5cc1768e4592
table_assembly/contracts/Supplementary_Table_S6_Protein_Hallmark_GSEA.json	da110a7fc59cf55e19d50721517670664ad5627b0860a374da5b7d0c988049c7
table_assembly/contracts/Supplementary_Table_S6_Protein_Hallmark_GSEA_GSEA_diagnostics_types.json	c39cdb773065cf788e38537e16a8b013a2432a754986b8bdd54a71b7b0edb9fb
table_assembly/contracts/Supplementary_Table_S6_Protein_Hallmark_GSEA_Hallmark_all_models_types.json	6abe7f44562731081f7be89d425de758113d22f4f31de4953f04b6da325befd5
table_assembly/contracts/Supplementary_Table_S6_Protein_Hallmark_GSEA_Leading_edges_types.json	a1c4819d3e54fdc09d4e0ac6412f7ce663342704b8ae921233b40344c0777d5f
table_assembly/contracts/Supplementary_Table_S7_Cross_omics_models.json	475f4abf60ba040c3d10a92e91df41de4adbdbca4cfabafd0fcf0aa26822fb36
table_assembly/contracts/Supplementary_Table_S7_Cross_omics_models_Feature_coverage_types.json	d3cf0e017a5315050f67e3f36de8c078eee0a40baac67802d27d3bbb50fbb5e6
table_assembly/contracts/Supplementary_Table_S7_Cross_omics_models_Forward_models_types.json	e12cf82dbf0afaf884a3e8269e59d345daa779526e4dcbf6b946e16ee02ffa06
table_assembly/contracts/Supplementary_Table_S7_Cross_omics_models_Reverse_models_types.json	e12cf82dbf0afaf884a3e8269e59d345daa779526e4dcbf6b946e16ee02ffa06
table_assembly/contracts/Supplementary_Table_S7_Cross_omics_models_Same_time_types.json	2fc83fb17c1cee4c8f0bf0958b74a5a75886240bc42610af6e111a61daa64c01
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW.json	2a81676e5e610f28fbf8d174ec7c3874a6e883db1e15c8d5a5c7a69e53ec2016
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Analysis_consistency_types.json	62d6ef2914b7fe751be8f43b81e6a3c2227759e26e9e72906cfd7c6ae135ae8b
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Balance_SMD_types.json	4e808995a96b525b50b3a5da76c8dce93a686455058aff23c96726c126cc0d4f
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Centre_positivity_types.json	d3a9970bd60eb7944103c98e24e5cc9d198e028d349ed7a6ab9314d8af18300f
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Covariate_missingness_types.json	ce0f3135a3d978030547721a1f0898ffe74daba60584ec3c61450b8461e5cefc
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Cox_PH_audit_types.json	237348052f5f0688702aa7ca27382e1317901e63bcfed27109f46daf4c98b4f0
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Entry_risksets_types.json	e6b35d5fac3165ec84865d0d6f175c96d0cdfa0a4cbed3c0fd86ee08d93ccc32
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Hallmark_all_models_types.json	2161cb277ce5b94f85fb4d94829e626f0befbbf2a83f512f3d4b8b7dfa4155a6
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Hallmark_comparison_types.json	a33c9b485d344b219f859f5a70b49398ffc20ddf8b954b8a4ba4c981b514464c
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Hallmark_leading_edges_types.json	d40134675111cba5f782d5b2a791be0e3ad9bebf473c61da82113537b0f86926
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Prefit_diagnostics_types.json	48990507839eec93c4edfa623de145d3b45a3df04e52023bedd3ac72ef262191
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Protein_availability_types.json	4b31a21ed704ec6726184981a4845a772181d846d077dbdbe62bad55093cfe55
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Scenario_metrics_types.json	bf6374e83752e026c2ac5a6f77b2be495f788c4404e464dc3785344bbf3c3606
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Time_origin_audit_types.json	bf2eaf81e8b56e76ea56c8bcaefa80876f3e847bb95789bb6771515167db1f39
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Transform_constants_types.json	89dc3cfcc46c4969509af08770d74d818dd38841613a269a28b96e3b2424a53b
table_assembly/contracts/Supplementary_Table_S8_D5_availability_IPW_Weight_diagnostics_types.json	0bf74a0ad3ea25f6b1e725f68c87f5de199093db2b0b11448bf54beaf9a9366b
table_assembly/contracts/Supplementary_Table_S9_Complete_baseline_characteristics.json	6e119bf3d36b55463faad2b1981aa171d523c2a72f62bb8bf056bb724c1fac71
table_assembly/contracts/Supplementary_Table_S9_Complete_baseline_characteristics_S9_baseline_types.json	da5f3223e007bff34f724405eb204157746b7a40d467ffee349597e6b107e51d
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline.json	4721d647fc18cdd41c70bc5a744242b01512a628ee190705fe8a7023fc5c05b4
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S10_A1_all_Hallmark_types.json	6964b51061e76f2a28cce3e13a59ee2ff988a88a273e1378479ce22a68176d51
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S10_A1_core15_types.json	bfb28d3ce2a773df3b81b012cb863b1fb115481983b7d9a4a1c9c82d50b8cd30
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S10_A1_diagnostics_types.json	413fc7ee2165cec652f213a796f74bdf93c96ba257ca8e97c1e61cfd63e3596c
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S11_A2_core15_types.json	a0dc8ed3cffeb9c64e2a63df9a59db2a2645c027420c71babbfeeab138f1c3b7
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S11_A2_overall_types.json	8d494fed439a3abc6f35acd7f45861ebea4e931f521944f1c84faac4791335e1
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S12_A3_SMD_types.json	fbcd9f0614c95222b208c70c1d0cf6a289cee6952374643f764d3ef0b7f125c0
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S12_A3_centre_support_types.json	f11b53b5ab6aa55b7e15eab303955109698282b7dea69132d653586c180533d0
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S12_A3_existing_sens_types.json	19a62d37115548102dae993a37922529f7905ab4a4e6cf107b9c08471b0aeb6b
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S12_A3_summary_types.json	56e8f852a73eb4d4a6a4ce29766895dba729d738b4fc7ea3d5e1f8a5c737e739
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S12_D3D5_protein_selection_types.json	ad6360deacde833880182eea6fe6791309f5e09a69287a6434e6cd1c06e3cc66
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S13_D5_EMT_leading_types.json	4e769f7fa4c79f98dfa9fc5efe041633d3b01f12759fecbc78969b52c86d26f9
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S13_D5_EMT_permutation_types.json	d4c31d900a3308de5bbac47b2064bc54e6eb19c4a30dd8aaa4dc75fb7e7ade33
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S13_D5_protein_diag_types.json	1cce998e1f74b880dec153dec1d22948195965da846b301c15e22b63b78dd936
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S14_IPW_balance_types.json	4e808995a96b525b50b3a5da76c8dce93a686455058aff23c96726c126cc0d4f
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S14_IPW_population_types.json	e6b35d5fac3165ec84865d0d6f175c96d0cdfa0a4cbed3c0fd86ee08d93ccc32
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S14_IPW_scenarios_types.json	bf6374e83752e026c2ac5a6f77b2be495f788c4404e464dc3785344bbf3c3606
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S14_IPW_weight_diag_types.json	2986dc3f0e2c0505b24b136ca5346e8b01030728f382ef342e6cbaec82d5c442
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S14_excluded_baseline_types.json	ab9e537a6a7eafd250c2af6a38d91f5627a592e529c22b93b6575df9e2314704
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S15_IFN_adjusted_types.json	9e04fc42b5d9e9cebf395d9d732cd397c1bf9d2134d7b33ec7591a8d079dc737
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S15_IFN_centre_sensitivity_types.json	16c71eeb310d8d6453dd9e9ed1b36f5350feec8433e9cf8af15ed32f287be277
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S15_MYC_discordance_types.json	3e5331f8e2d47b8e18486e130d5d2557d5801ac82b9f2cdd476b861d41fda8fa
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S16_all_sig_Hallmark_types.json	c24ab74eac48474243f86f99efa1cdb247bb03fd6b1e58edcc70381baac72219
table_assembly/contracts/Supplementary_Tables_S10-S17_with_S14_baseline_S17_PH_audit_types.json	5aae47e5318ad15e6b1edc82f0bf44257a4bf021b55d13af247ba1cda95773bc
table_assembly/inputs/Supplementary_Table_S18_Protein_CV_dependence/Hallmark_comparison.tsv	139dc0f85c223fe3b2812e2a8d6eaa38dc8349e4038a6409452d0fbb5a66733f
table_assembly/inputs/Supplementary_Table_S18_Protein_CV_dependence/Selected_associations.tsv	26c66c67b62c6b5e38ca4a1faec41918f9278c4cf32f0db201e22bdc06234297
table_assembly/inputs/Supplementary_Table_S1_Clinical_variable_definitions/Excluded_missing.csv	f9f13df8da4a1424df45e3b8cbf0c578e03c4295d5944a1544424be8eb0fe4f4
table_assembly/inputs/Supplementary_Table_S1_Clinical_variable_definitions/Infection_mapping.csv	11f89b094885c04a9c21954c3c4e527718445243f1124a15263f3868caaa2a8e
table_assembly/inputs/Supplementary_Table_S1_Clinical_variable_definitions/Sparse_event_audit.csv	509b2a6204960f47dd3365c99a3c985b71d8c4e5ab4cf346dae1e927708d8b10
table_assembly/inputs/Supplementary_Table_S1_Clinical_variable_definitions/Variable_dictionary.tsv	b146ed2b54e3981accc02754e58b410c2afbb65c2bddb14305e470e2cf3cea5d
table_assembly/inputs/Supplementary_Table_S2_Clinical_univariable_Cox/Diagnostics.tsv	9835239b03d8aaa8e6524a130ba1f174ccfef57393766a941eed7a8308527aac
table_assembly/inputs/Supplementary_Table_S2_Clinical_univariable_Cox/Univariable_Cox.tsv	24ad052914a865eabe2e65908135969095a2b1349958fc98cbbb0761a4e39048
table_assembly/inputs/Supplementary_Table_S3_RNA_gene_wise_Cox_PH/Cox_diagnostics.csv	1d4dc96ed3bb2761548bc95585eaedc29362f1b6e100bad6eec7edbdfd8a135a
table_assembly/inputs/Supplementary_Table_S3_RNA_gene_wise_Cox_PH/Gene_Cox_PH.csv	ebbc3d3be39f1475d6abe1d15ad53a07e6cae048eec809eba3d58c86f472359e
table_assembly/inputs/Supplementary_Table_S4_RNA_Hallmark_GSEA/GSEA_diagnostics.csv	024c4eab9981329ca5d9e704138603a6d581428f959cfdf942fc962b0b4a3293
table_assembly/inputs/Supplementary_Table_S4_RNA_Hallmark_GSEA/Hallmark_GSEA.csv	5f002191b4790f323cb3cffe1a5f0f67e160e7dd9c96b02fabcd2ea19fa73e5f
table_assembly/inputs/Supplementary_Table_S4_RNA_Hallmark_GSEA/Leading_edges.csv	adc72fd451cd08687eddeb49a1c9a0f86c6c78bee39c583db2e29292a5f854bc
table_assembly/inputs/Supplementary_Table_S5_Protein_wise_Cox_PH/Model_diagnostics.csv	190ab546df770c535ae37c36578657247913f8e4d144646dcf7deaa5a7cd180e
table_assembly/inputs/Supplementary_Table_S5_Protein_wise_Cox_PH/Protein_Cox_PH.csv	17f91e53d614992686990b5ac36b93847ab3a7b7f02ab6063821c9a0901b83b3
table_assembly/inputs/Supplementary_Table_S6_Protein_Hallmark_GSEA/GSEA_diagnostics.csv	f22233363e8bf4492410d051a276aed5c55e4ca6d04481f10813070300cf32a8
table_assembly/inputs/Supplementary_Table_S6_Protein_Hallmark_GSEA/Hallmark_all_models.csv	a2f1f591c025df222cead167be48262911a4b14795dc5a56295fff0418e4ffa6
table_assembly/inputs/Supplementary_Table_S6_Protein_Hallmark_GSEA/Leading_edges.csv	645af9dadbac4b6e43022aa85cdbb1e2e8034971a6d3de74271623af0179c373
table_assembly/inputs/Supplementary_Table_S7_Cross_omics_models/Feature_coverage.csv	9e88e55305baf912bef29d01e1dc7975a25631ff9147cd1dbed70a6e39a3cd00
table_assembly/inputs/Supplementary_Table_S7_Cross_omics_models/Forward_models.csv	42ff377da3b1eedaae81e899bb0f8af64c5e36986c05164c2245e92ab7b3d4a1
table_assembly/inputs/Supplementary_Table_S7_Cross_omics_models/Reverse_models.csv	098eb8092dbcc3685983c28dc46176d49f6ebe554628a04b99f487e565b84ff5
table_assembly/inputs/Supplementary_Table_S7_Cross_omics_models/Same_time.csv	fcd963eb3550e75d8f72bf7bfe8b195d38e01b35dac89dff0cbb2d59eeb35499
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Analysis_consistency.tsv	0abe1c4e39a49e82cee77c548a9fb33bedc15a0f4c48501c40848c58a0776af5
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Balance_SMD.tsv	aa02478f35b3b5cd8d78e027b06653d01935548b17334ff0c434cb6d4fe0595d
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Centre_positivity.tsv	da5cf61fd7c92dd6f0c71d032708be7a463f365b96e5735fbe09ad9227343fde
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Covariate_missingness.tsv	f619f2d77a1498f47105f9887ef44d569d5dde44069cd9d4ac027d94e3bf9016
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Cox_PH_audit.tsv	8d4b07d4d5f67e1536c2e950c8ae5f09685763e2627b21e9fdc33115a9fdb660
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Entry_risksets.tsv	f0f478cbcebba0e22ca69eeb1dc2baed3661a47369487a1b6f6d6a697b14ae37
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Hallmark_all_models.tsv	3a8d64d814fe1ddca1e824341d3775d65c23e336cbb795059be2844e4256f3ce
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Hallmark_comparison.tsv	4c0fc2f8af82ccc4e63e832bf468482398b84fbd81e4c2f5ec4e797ad1897009
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Hallmark_leading_edges.tsv	b9f9d5744ba33d24e53f21ec761ba704d3fe7df55a3985d67bbc58b381c8ae9e
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Prefit_diagnostics.tsv	7a68d2daece7dfaa6d1fc6469a2157aa3e6f8c8ad976d36d09040b0f200593ea
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Protein_availability.tsv	cfbbdc2e908088df50f04bd9423883f0afb4f621392de3b808d390b5345cc6cc
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Scenario_metrics.tsv	2009610cae2728a579f53b01fcfc5ccf6f02d7a77c455eb0b73635cb57cc1de5
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Time_origin_audit.tsv	b08571ad6ec1581cddbcd1de8243a709154c10eb2827aa031cf362cf944b7bc6
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Transform_constants.tsv	11edd1d07927341a6aa952a09d0ee1e79f08e43c0039922857b0dde56fa2934b
table_assembly/inputs/Supplementary_Table_S8_D5_availability_IPW/Weight_diagnostics.tsv	dce281c0c7f0470bd6e87d745611ccf804104238b85660c8d6b52480efa53399
table_assembly/inputs/Supplementary_Table_S9_Complete_baseline_characteristics/S9_baseline.tsv	60f5b971b8afbd845c049ca4ed801141e39d16b5ff7439ad3c9971e47ad81c2b
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S10_A1_all_Hallmark.csv	8ea449bb3e4664249ea22f3482fc3e788ca9e4150ab56c22fd993c8d399a9d16
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S10_A1_core15.csv	416a4f526456bac200274db1f124adfc17435f02dfae4433b20b676ae9696540
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S10_A1_diagnostics.csv	8265a1cefe9a360042ba3c70d966b62e743ee1fd2d3214c238fa49d3857527b2
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S11_A2_core15.csv	8d2fc8e77f8d2e22b351c2e89b3098ae923c3783720e0271f5725f0c2cf61f36
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S11_A2_overall.csv	f9303da1c8bded6894f761b4ece7823e7a03265904a5a6dd46b97d4e169750a2
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S12_A3_SMD.csv	fc2dce93f19c49691d98e343201688085b5e2435fde472d48e7ed1bf25a72618
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S12_A3_centre_support.csv	7735b1d54064b52cf66837e737bb6a3c7654330e0d0d07301ad5325a4888d6aa
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S12_A3_existing_sens.csv	a623b8f53692dcf30a1b8a2f4072494bf07535823dc4782d2df862711248de4a
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S12_A3_summary.csv	bc62748099f0fa538e7b5dd932872475e8affddf26ef49d58a5c3d0127e193ed
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S12_D3D5_protein_selection.tsv	d851d616964b2e45b7f0f5ddcea7fe7e1ee957d79b45524d495cef9a9c6ac72a
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S13_D5_EMT_leading.csv	f55edf79ec7fc03436a629a583bd53cff1db1f1e3701654a8e1078c2d9a6afe6
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S13_D5_EMT_permutation.tsv	71289b74d7c8f1bac45e71ea1b37677d097748efe3e77b704f42f4935818a300
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S13_D5_protein_diag.tsv	0192acc733b2d2b6343c5bb0d2de465ec45d6cad6b9fa35c7a238ca23edcc906
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S14_IPW_balance.tsv	5cfd59efb440332636fee0889c250f98160bd8fe655977bd12b530aacbd8aad9
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S14_IPW_population.tsv	f0f478cbcebba0e22ca69eeb1dc2baed3661a47369487a1b6f6d6a697b14ae37
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S14_IPW_scenarios.tsv	2009610cae2728a579f53b01fcfc5ccf6f02d7a77c455eb0b73635cb57cc1de5
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S14_IPW_weight_diag.tsv	dce281c0c7f0470bd6e87d745611ccf804104238b85660c8d6b52480efa53399
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S14_excluded_baseline.tsv	f0ff165985fc43e892221fb6eeb4fd61a60e61aa337d09858b9c839f9713f2c8
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S15_IFN_adjusted.csv	4083d21473d362011056e970fc00d1538277c941cd4bc44eabc4f3925ff5cfe2
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S15_IFN_centre_sensitivity.tsv	cdcaa0832521532d3d32a4a01cf4131ed9bf19c950cef14d00a5c6dc5314f6a3
table_assembly/inputs/Supplementary_Tables_S10-S17_with_S14_baseline/S15_MYC_discordance.csv	1259e9caa7e6dee0101b35b25c5410e3e06a36bfc9d835524aca4b3baa5cc2b9
