pathway	analysis	gene_symbol
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	HLA-DMB
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD3D
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	EIF3A
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	ITK
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	HLA-DMA
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	SIT1
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	RPL9
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	LY75
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	TRAT1
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD3G
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	DARS1
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	HLA-DOA
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	RPL39
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CTSS
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD28
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD86
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	UBE2N
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD4
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD40LG
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	EIF3D
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	IL7
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	LY86
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD8B
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	LCK
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD74
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	RPS19
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	IRF4
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	HLA-DQA1
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	TNF
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	IRF8
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD8A
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD2
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	FCGR2B
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	STAT4
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	ZAP70
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CCR2
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD3E
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	IL15
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD79A
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CCR5
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	HDAC9
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CXCR3
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD40
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	NME1
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	CD247
ALLOGRAFT_REJECTION	entry4_SOFA_D3__PH_pass	MRPL3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	CCND3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	CAMKK2
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	GSR
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	ACTN1
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	FKBP5
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	HPGD
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	PTK2B
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	IDI1
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	SLC38A2
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	HERC3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	MYL12A
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	RPS6KA3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	ACSL3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	MERTK
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	UBE2J1
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	MAK
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	IQGAP2
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	VAPA
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	B4GALT1
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	ARID5B
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	GNAI3
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	SRF
ANDROGEN_RESPONSE	entry4_SOFA_D3__PH_pass	PIAS1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	LRPAP1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	PGLYRP1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	JAG1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	FGFR1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	APP
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	S100A4
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	TIMP1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	FSTL1
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	VEGFA
ANGIOGENESIS	entry4_SOFA_D3__PH_pass	PF4
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MAPK14
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	SIRPA
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ADAM9
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MMP9
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ACTN1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	SKAP2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	CAP1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PIK3CB
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ALOX15B
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PTEN
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	VASP
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	RAC2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MAPK13
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	COL17A1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	NF1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	CNN2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ACTB
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	B4GALT1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	IKBKG
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MAP3K20
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	THBS3
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ZYX
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MYH9
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ICAM5
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ARPC2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ITGA10
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ICAM1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	CTNNA1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	RASA1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	FYB1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PBX2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	GNAI2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	INPPL1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	ACTN4
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	NECTIN2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	SHC1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PCDH1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	YWHAH
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MYH10
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	VCL
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	RSU1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	CLDN15
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PFN1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	STX4
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	TAOK2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	TUBG1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MYL12B
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	BAIAP2
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	MPZL1
APICAL_JUNCTION	entry4_SOFA_D3__PH_pass	PARD6G
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	FLOT2
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	LYN
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	PCSK9
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	CRYBG1
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	B4GALT1
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	NCOA6
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	APP
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	IL2RG
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	DCBLD2
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	BRCA1
APICAL_SURFACE	entry4_SOFA_D3__PH_pass	ADIPOR2
APOPTOSIS	entry4_SOFA_D3__PH_pass	GADD45A
APOPTOSIS	entry4_SOFA_D3__PH_pass	CFLAR
APOPTOSIS	entry4_SOFA_D3__PH_pass	GSR
APOPTOSIS	entry4_SOFA_D3__PH_pass	TIMP2
APOPTOSIS	entry4_SOFA_D3__PH_pass	ADD1
APOPTOSIS	entry4_SOFA_D3__PH_pass	HGF
APOPTOSIS	entry4_SOFA_D3__PH_pass	GSN
APOPTOSIS	entry4_SOFA_D3__PH_pass	RARA
APOPTOSIS	entry4_SOFA_D3__PH_pass	IGF2R
APOPTOSIS	entry4_SOFA_D3__PH_pass	PSEN1
APOPTOSIS	entry4_SOFA_D3__PH_pass	CCNA1
APOPTOSIS	entry4_SOFA_D3__PH_pass	IFNGR1
APOPTOSIS	entry4_SOFA_D3__PH_pass	CD44
APOPTOSIS	entry4_SOFA_D3__PH_pass	IFITM3
APOPTOSIS	entry4_SOFA_D3__PH_pass	CREBBP
APOPTOSIS	entry4_SOFA_D3__PH_pass	HMGB2
APOPTOSIS	entry4_SOFA_D3__PH_pass	PPP2R5B
APOPTOSIS	entry4_SOFA_D3__PH_pass	TSPO
APOPTOSIS	entry4_SOFA_D3__PH_pass	CTNNB1
APOPTOSIS	entry4_SOFA_D3__PH_pass	IER3
APOPTOSIS	entry4_SOFA_D3__PH_pass	CLU
APOPTOSIS	entry4_SOFA_D3__PH_pass	EMP1
APOPTOSIS	entry4_SOFA_D3__PH_pass	NEDD9
APOPTOSIS	entry4_SOFA_D3__PH_pass	XIAP
APOPTOSIS	entry4_SOFA_D3__PH_pass	DNAJC3
APOPTOSIS	entry4_SOFA_D3__PH_pass	DPYD
APOPTOSIS	entry4_SOFA_D3__PH_pass	BCAP31
APOPTOSIS	entry4_SOFA_D3__PH_pass	TAP1
APOPTOSIS	entry4_SOFA_D3__PH_pass	IRF1
APOPTOSIS	entry4_SOFA_D3__PH_pass	PPP3R1
APOPTOSIS	entry4_SOFA_D3__PH_pass	GNA15
APOPTOSIS	entry4_SOFA_D3__PH_pass	CASP9
APOPTOSIS	entry4_SOFA_D3__PH_pass	GPX3
APOPTOSIS	entry4_SOFA_D3__PH_pass	ANXA1
APOPTOSIS	entry4_SOFA_D3__PH_pass	TXNIP
APOPTOSIS	entry4_SOFA_D3__PH_pass	APP
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ABCD2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CYP27A1
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SLC23A2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PEX12
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PAOX
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	LCK
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	NR3C2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	EFHC1
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SLC35B2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	EPHX2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PHYH
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	IDH2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SCP2
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PEX7
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSD17B4
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACSL5
BILE_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HACL1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	NFIL3
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	PLSCR1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	NIBAN1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	IDI1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	PDK3
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	ALCAM
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	ABCA2
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	LDLR
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	CHKA
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	ANTXR2
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	PPARG
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	DHCR7
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	PNRC1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	ACSS2
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	JAG1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	CTNNB1
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	S100A11
CHOLESTEROL_HOMEOSTASIS	entry4_SOFA_D3__PH_pass	CLU
COAGULATION	entry4_SOFA_D3__PH_pass	ADAM9
COAGULATION	entry4_SOFA_D3__PH_pass	MMP9
COAGULATION	entry4_SOFA_D3__PH_pass	FURIN
COAGULATION	entry4_SOFA_D3__PH_pass	SERPINA1
COAGULATION	entry4_SOFA_D3__PH_pass	KLF7
COAGULATION	entry4_SOFA_D3__PH_pass	GSN
COAGULATION	entry4_SOFA_D3__PH_pass	RAC1
COAGULATION	entry4_SOFA_D3__PH_pass	WDR1
COAGULATION	entry4_SOFA_D3__PH_pass	RABIF
COAGULATION	entry4_SOFA_D3__PH_pass	SERPINE1
COAGULATION	entry4_SOFA_D3__PH_pass	F12
COAGULATION	entry4_SOFA_D3__PH_pass	MMP8
COAGULATION	entry4_SOFA_D3__PH_pass	F2RL2
COAGULATION	entry4_SOFA_D3__PH_pass	CTSK
COAGULATION	entry4_SOFA_D3__PH_pass	CLU
COAGULATION	entry4_SOFA_D3__PH_pass	GNB2
COAGULATION	entry4_SOFA_D3__PH_pass	LAMP2
COAGULATION	entry4_SOFA_D3__PH_pass	THBS1
COAGULATION	entry4_SOFA_D3__PH_pass	C1R
COAGULATION	entry4_SOFA_D3__PH_pass	HPN
COAGULATION	entry4_SOFA_D3__PH_pass	F8
COAGULATION	entry4_SOFA_D3__PH_pass	CASP9
COAGULATION	entry4_SOFA_D3__PH_pass	ANXA1
COAGULATION	entry4_SOFA_D3__PH_pass	PLAU
COAGULATION	entry4_SOFA_D3__PH_pass	GP1BA
COAGULATION	entry4_SOFA_D3__PH_pass	ITGB3
COAGULATION	entry4_SOFA_D3__PH_pass	MSRB2
COAGULATION	entry4_SOFA_D3__PH_pass	TIMP1
COAGULATION	entry4_SOFA_D3__PH_pass	PEF1
COAGULATION	entry4_SOFA_D3__PH_pass	P2RY1
COAGULATION	entry4_SOFA_D3__PH_pass	CTSB
COAGULATION	entry4_SOFA_D3__PH_pass	SPARC
COAGULATION	entry4_SOFA_D3__PH_pass	CFB
COAGULATION	entry4_SOFA_D3__PH_pass	CPQ
COAGULATION	entry4_SOFA_D3__PH_pass	PF4
COMPLEMENT	entry4_SOFA_D3__PH_pass	ITGAM
COMPLEMENT	entry4_SOFA_D3__PH_pass	CR1
COMPLEMENT	entry4_SOFA_D3__PH_pass	ADAM9
COMPLEMENT	entry4_SOFA_D3__PH_pass	PRKCD
COMPLEMENT	entry4_SOFA_D3__PH_pass	HSPA1A
COMPLEMENT	entry4_SOFA_D3__PH_pass	TIMP2
COMPLEMENT	entry4_SOFA_D3__PH_pass	PLSCR1
COMPLEMENT	entry4_SOFA_D3__PH_pass	PIK3CG
COMPLEMENT	entry4_SOFA_D3__PH_pass	GCA
COMPLEMENT	entry4_SOFA_D3__PH_pass	LYN
COMPLEMENT	entry4_SOFA_D3__PH_pass	S100A12
COMPLEMENT	entry4_SOFA_D3__PH_pass	PCSK9
COMPLEMENT	entry4_SOFA_D3__PH_pass	SERPINA1
COMPLEMENT	entry4_SOFA_D3__PH_pass	LCP2
COMPLEMENT	entry4_SOFA_D3__PH_pass	RHOG
COMPLEMENT	entry4_SOFA_D3__PH_pass	CD59
COMPLEMENT	entry4_SOFA_D3__PH_pass	DGKH
COMPLEMENT	entry4_SOFA_D3__PH_pass	PIM1
COMPLEMENT	entry4_SOFA_D3__PH_pass	CD55
COMPLEMENT	entry4_SOFA_D3__PH_pass	MSRB1
COMPLEMENT	entry4_SOFA_D3__PH_pass	IRF2
COMPLEMENT	entry4_SOFA_D3__PH_pass	PSEN1
COMPLEMENT	entry4_SOFA_D3__PH_pass	EHD1
COMPLEMENT	entry4_SOFA_D3__PH_pass	RABIF
COMPLEMENT	entry4_SOFA_D3__PH_pass	S100A9
COMPLEMENT	entry4_SOFA_D3__PH_pass	CDK5R1
COMPLEMENT	entry4_SOFA_D3__PH_pass	F5
COMPLEMENT	entry4_SOFA_D3__PH_pass	CDA
COMPLEMENT	entry4_SOFA_D3__PH_pass	COL4A2
COMPLEMENT	entry4_SOFA_D3__PH_pass	GRB2
COMPLEMENT	entry4_SOFA_D3__PH_pass	RAF1
COMPLEMENT	entry4_SOFA_D3__PH_pass	SERPINE1
COMPLEMENT	entry4_SOFA_D3__PH_pass	CEBPB
COMPLEMENT	entry4_SOFA_D3__PH_pass	AKAP10
COMPLEMENT	entry4_SOFA_D3__PH_pass	TNFAIP3
COMPLEMENT	entry4_SOFA_D3__PH_pass	PIK3R5
COMPLEMENT	entry4_SOFA_D3__PH_pass	MMP8
COMPLEMENT	entry4_SOFA_D3__PH_pass	CLU
COMPLEMENT	entry4_SOFA_D3__PH_pass	PIK3CA
COMPLEMENT	entry4_SOFA_D3__PH_pass	GNB2
COMPLEMENT	entry4_SOFA_D3__PH_pass	GNAI3
COMPLEMENT	entry4_SOFA_D3__PH_pass	LAMP2
COMPLEMENT	entry4_SOFA_D3__PH_pass	PRSS36
COMPLEMENT	entry4_SOFA_D3__PH_pass	C1R
COMPLEMENT	entry4_SOFA_D3__PH_pass	BRPF3
COMPLEMENT	entry4_SOFA_D3__PH_pass	CTSD
COMPLEMENT	entry4_SOFA_D3__PH_pass	CA2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	GTF2H3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RNMT
DNA_REPAIR	entry4_SOFA_D3__PH_pass	GTF2H1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ERCC8
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NUDT21
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ADA
DNA_REPAIR	entry4_SOFA_D3__PH_pass	MRPL40
DNA_REPAIR	entry4_SOFA_D3__PH_pass	SF3A3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NCBP2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR1H
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ERCC4
DNA_REPAIR	entry4_SOFA_D3__PH_pass	APRT
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR2D
DNA_REPAIR	entry4_SOFA_D3__PH_pass	LIG1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NFX1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	DUT
DNA_REPAIR	entry4_SOFA_D3__PH_pass	IMPDH2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ERCC3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ITPA
DNA_REPAIR	entry4_SOFA_D3__PH_pass	EDF1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR1C
DNA_REPAIR	entry4_SOFA_D3__PH_pass	UMPS
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RPA3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RFC3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	PCNA
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR2K
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR2C
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NME1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	GTF2A2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NME3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	TP53
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RFC4
DNA_REPAIR	entry4_SOFA_D3__PH_pass	AK3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	AAAS
DNA_REPAIR	entry4_SOFA_D3__PH_pass	TAF9
DNA_REPAIR	entry4_SOFA_D3__PH_pass	SEC61A1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	SSRP1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	DDB2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	TMED2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	GTF2H5
DNA_REPAIR	entry4_SOFA_D3__PH_pass	PDE4B
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RFC5
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLB
DNA_REPAIR	entry4_SOFA_D3__PH_pass	REV3L
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR2H
DNA_REPAIR	entry4_SOFA_D3__PH_pass	GSDME
DNA_REPAIR	entry4_SOFA_D3__PH_pass	SNAPC5
DNA_REPAIR	entry4_SOFA_D3__PH_pass	HPRT1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	TARBP2
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NELFE
DNA_REPAIR	entry4_SOFA_D3__PH_pass	MPG
DNA_REPAIR	entry4_SOFA_D3__PH_pass	TAF1C
DNA_REPAIR	entry4_SOFA_D3__PH_pass	ALYREF
DNA_REPAIR	entry4_SOFA_D3__PH_pass	NUDT9
DNA_REPAIR	entry4_SOFA_D3__PH_pass	SMAD5
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLD1
DNA_REPAIR	entry4_SOFA_D3__PH_pass	CSTF3
DNA_REPAIR	entry4_SOFA_D3__PH_pass	POLR3C
DNA_REPAIR	entry4_SOFA_D3__PH_pass	UPF3B
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RALA
DNA_REPAIR	entry4_SOFA_D3__PH_pass	RAD52
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SYNCRIP
E2F_TARGETS	entry4_SOFA_D3__PH_pass	EED
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MAD2L1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NOP56
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RAN
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PPP1R8
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MYC
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NUDT21
E2F_TARGETS	entry4_SOFA_D3__PH_pass	AK2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	STMN1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PAICS
E2F_TARGETS	entry4_SOFA_D3__PH_pass	EIF2S1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	KIF22
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TMPO
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RAD50
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PHF5A
E2F_TARGETS	entry4_SOFA_D3__PH_pass	WDR90
E2F_TARGETS	entry4_SOFA_D3__PH_pass	IPO7
E2F_TARGETS	entry4_SOFA_D3__PH_pass	HNRNPD
E2F_TARGETS	entry4_SOFA_D3__PH_pass	LIG1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	DCTPP1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	DUT
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PRDX4
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MLH1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RPA3
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RFC3
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RAD1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PCNA
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SLBP
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NME1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NUP107
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CDK4
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RBBP7
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TP53
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CSE1L
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RANBP1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	ILF3
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MRE11
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SRSF2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SMC3
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RFC1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SSRP1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CTPS1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MSH2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TBRG4
