pathway,pval,padj,log2err,ES,NES,size,analysis,ranked_features,Time,direction,leadingEdge_text
SPERMATOGENESIS,0.224709302325581,0.305854328165375,0.0337431773241498,0.283581742540227,1.1527654709282,72,Primary,14541,D1,positive mortality association,HSPA1L;BRAF;PCSK1N;KIF2C;PGS1;CLVS1;BUB1;GFI1;MAST2;PIAS2;AGFG1;JAM3;NCAPH;GSTM3;IP6K1;CCNB2;CCNA1;CSNK2A2;CDK1;ACRBP;CHFR;CDKN3;PRKAR2A;AURKA;SHE;TALDO1;TTK;NEK2;HSPA4L;SLC2A5
TGF_BETA_SIGNALING,0.0158560574282897,0.0259649626897009,0.111722689770913,0.409331776614081,1.53857561295416,48,Primary,14541,D1,positive mortality association,HIPK2;THBS1;FURIN;TGIF1;SPTBN1;PPP1R15A;SERPINE1;CDH1;SKI;RAB31;ID1;TGFB1;JUNB;SKIL;ID2;IFNGR2;PPM1A;SMAD1;UBE2D3
TNFA_SIGNALING_VIA_NFKB,1.14306445360761e-08,1.40025395566932e-07,0.23699961464824,0.443708571033706,2.06317725724089,173,Primary,14541,D1,positive mortality association,VEGFA;BCL6;ZC3H12A;KLF9;PER1;IRS2;AREG;MAFF;IER3;LDLR;ETS2;PLPP3;TRIB1;NFKBIA;TGIF1;PFKFB3;TNIP1;PNRC1;SDC4;MAP2K3;NFIL3;PLAU;HBEGF;PHLDA1;PTX3;KLF6;B4GALT5;DENND5A;TUBB2A;SLC2A3;PPP1R15A;GADD45B;CSF1;SERPINE1;TNFAIP3;INHBA;MARCKS;FOSL2;GADD45A;B4GALT1;MXD1;RCAN1;RELB;EFNA1;EHD1;BCL3;NFKB2;CFLAR;KDM6B;SQSTM1;RELA;BCL2A1;MAP3K8;PTPRE;G0S2;JUNB;NFAT5;ID2;IFNGR2;FOSB;IL18;SERPINB2;TSC22D1;NINJ1;CCNL1;OLR1;SPSB1;BTG1;SNN;JUN;DUSP2;LAMB3;CDKN1A;NFKB1;EGR1;CEBPD;SOCS3;TIPARP;ZFP36;DUSP1;EIF1;CEBPB;STAT5A;PANX1;BTG3;DNAJB4
UNFOLDED_PROTEIN_RESPONSE,0.67394288852279,0.717895685600363,0.014693778214554,0.20651890967767,0.89876793939978,109,Primary,14541,D1,positive mortality association,VEGFA;ERN1;DDIT4;ATF4;SLC7A5;WIPI1;TUBB2A;EXOSC4;PSAT1;SHC1;PDIA5;DNAJB9;ASNS
UV_RESPONSE_DN,0.00471330350307086,0.0104978123477487,0.129006250027651,0.352638595867987,1.55039591502803,115,Primary,14541,D1,positive mortality association,LDLR;PLPP3;VLDLR;IGF1R;TFPI;ITGB3;FHL2;LTBP1;PIAS3;PTGFR;MAP1B;SYNE1;GCNT1;MT1E;SLC7A1;KIT;CDC42BPA;PRKCA;SERPINE1;NFIB;APBB2;MGLL;PPARG;PRKCE;MAPK14;SRI;ID1;RXRA;PRKAR2B;ICA1;SCN8A
UV_RESPONSE_UP,0.00150474023881713,0.00368661358510196,0.144233372292081,0.362707652387857,1.61682753167734,127,Primary,14541,D1,positive mortality association,MAOA;FURIN;ALAS1;CCND3;NFKBIA;TUBA4A;CA2;KCNH2;CHKA;ARRB2;SLC6A8;ALDOA;TFRC;APOM;CCNE1;RET;CDC34;GRINA;ASNS;AGO2;PRKCD;SQSTM1;GGH;JUNB;FEN1;GRPEL1;PDAP1;GPX3;FOSB;EPHX1;HSPA13;BSG;WIZ;ACAA1;YKT6;BTG1;RXRB;AP2S1;UROD;DLG4;MARK2;ATP6V1C1;STARD3;NXF1;CDK2;BTG3;RAB27A;PRPF3;CYB5R1;ICAM1;DNAJA1;IL6ST;BMP2;BTG2;ATP6V1F;CLTB;PPIF;IRF1;CDKN2B;FOS;DNAJB1;PRKACA;H2AX;SULT1A1;CREG1;CLCN2;LYN;MGAT1
WNT_BETA_CATENIN_SIGNALING,0.32410514541387,0.397028803131991,0.0398557423668398,-0.287101434300431,-1.0839052513637,32,Primary,14541,D1,negative mortality association,SKP2;LEF1;CUL1;HDAC2;PSEN2;AXIN2;CCND2;PPARD;KAT2A;FZD1;PTCH1;MYC;NOTCH4;TP53
XENOBIOTIC_METABOLISM,0.0158969159324699,0.0259649626897009,0.111722689770913,0.31370097312857,1.41988837580449,141,Primary,14541,D1,positive mortality association,GABARAPL1;SMOX;MAOA;TPST1;ALAS1;ETS2;RAP1GAP;CA2;ARG1;HES6;UPP1;DDAH2;ARG2;PINK1;PGD;SERPINE1;SLC6A6;MARCHF6;SLC1A5;VNN1;ABCC3;GSR;FAH;CDA;SLC22A1;NQO1;PROS1;LPIN2;ESR1;PTGR1;MT2A;IL1R1;CES1;ID2;POR;ENTPD5;EPHX1;ASL;NINJ1;CSAD
ADIPOGENESIS,0.218881302521008,0.306433823529412,0.0322617382382484,0.242983122228335,1.1298720768249,170,PH_pass,14022,D1,positive mortality association,BCL6;ITGA7;GPAT4;PGM1;PFKFB3;DHCR7;CAVIN1;MYLK;SORBS1;ADIPOR2;ALDOA;ORM1;STOM;ADCY6;TOB1;SLC1A5;GADD45A;MGLL;FAH;PPARG;DNAJB9;CD151;PLIN2;GBE1;ITSN1;PIM3;BAZ2A;SLC25A10;GPX4;ELOVL6;MIGA2;GRPEL1;RETN;POR;GPX3;PPP1R15B;CAVIN2;CRAT;UCK1;RTN3;BCKDHA;SQOR;CDKN2C;TKT
ALLOGRAFT_REJECTION,1.8614616309921e-05,9.93875061733043e-05,0.182442388419998,-0.342345901678682,-1.78476052213601,166,PH_pass,14022,D1,negative mortality association,HLA-DMB;HLA-DRA;HLA-DMA;HLA-DOA;CD4;HDAC9;CTSS;LY86;CD86;TRAT1;EIF3A;CCR2;CD28;LTB;FCGR2B;GZMA;MRPL3;SIT1;CD40LG;LY75;CD1D;TNF;ACVR2A;IRF8;CD3G;RPS3A;CCR5;CD74;CD8B;FASLG;CD47;EIF3D;CD3E;GPR65;CD79A;CCR1;LCK;C2;IL7;CCL4;CD40;CD2;HLA-DQA1;IL27RA;CD8A;KLRD1;CD3D;HLA-DOB;IL1B;IL2RA;TAP2;ABCE1;RPL39;MAP3K7;CD247;CXCR3;MTIF2;IL15;ITK;IL2RB;APBB1;CRTAM;RIPK2;PSMB10;RPS19;TLR6
ANDROGEN_RESPONSE,0.0525782155272306,0.0831075019623967,0.0743880192035108,0.324591801355896,1.35374841695735,82,PH_pass,14022,D1,positive mortality association,NDRG1;CAMKK2;CCND3;FKBP5;ACTN1;CDC14B;ANKH;SCD;H1-0;ABCC4;GSR;DHCR24;B4GALT1;CENPN;DNAJB9;ELL2;PTK2B;ARID5B;SLC38A2;PA2G4;SRF;MERTK;TSC22D1;FADS1
ANGIOGENESIS,0.00196531785301623,0.00481502873988977,0.136831791314999,0.602106818084551,1.84411087857495,20,PH_pass,14022,D1,positive mortality association,VEGFA;FGFR1;PF4;FSTL1;PDGFA;PGLYRP1;APP;LRPAP1;TIMP1;PTK2;OLR1
APICAL_JUNCTION,4.62771873014023e-06,2.83447772221089e-05,0.193509375041476,0.43114277912185,1.92399023659438,126,PH_pass,14022,D1,positive mortality association,MYL9;TUBG1;ALOX15B;VWF;KCNH2;COL17A1;YWHAH;NF1;VCL;ACTN1;ADAM9;INPPL1;MADCAM1;MMP9;SYK;PIK3CB;IKBKG;MVD;RAC2;CDH1;SHC1;CLDN5;MAP4K2;RSU1;ZYX;ACTB;B4GALT1;CNN2;THBS3;SIRPA;ACTG1;MAPK14;JAM3;PCDH1;ARPC2;MYH9;FBN1;STX4;VASP;LDLRAP1;CD99;AKT2;GNAI2;PTK2;CAP1;CLDN9;MYH10;SKAP2;CRAT;CERCAM;ADAM15;PFN1;LAMB3
APICAL_SURFACE,0.293724115960497,0.388985991407145,0.0303464110082119,0.336752405128105,1.123732026065,28,PH_pass,14022,D1,positive mortality association,PCSK9;SLC2A4;ADIPOR2;APP;B4GALT1;GSTM3;FLOT2
APOPTOSIS,0.00112943050902195,0.00325541734953384,0.144233372292081,0.359922089263265,1.61783265681897,134,PH_pass,14022,D1,positive mortality association,EREG;DDIT3;DAP;TIMP3;IER3;ADD1;LMNA;CLU;ANKH;AVPR1A;GADD45B;F2R;CTH;HMGB2;H1-0;APP;GSN;GADD45A;CREBBP;GSR;PPP2R5B;PSEN1;ETF1;TOP2A;IGF2R;TNFRSF12A;CFLAR;SQSTM1;RELA;TIMP1;GPX4;WEE1;CCNA1;TIMP2;BCL2L1;PTK2;GPX3;BCAP31;CDKN1B;BCL2L2;EMP1;JUN;GPX1;CDKN1A;IFITM3;GSTM1;RHOT2;RARA;CAV1;GNA15;CDK2;HGF;BTG3;SAT1;BIK;SC5D
BILE_ACID_METABOLISM,0.58241109635532,0.601226993865031,0.0178681189437375,0.229109477994292,0.931720587068066,71,PH_pass,14022,D1,positive mortality association,BMP6;PECR;PFKM;ACSL1;GCLM;KLF1;ABCA6;ABCA5;TFCP2L1;DHCR24;PRDX5;RXRA;LONP2;ABCA3;FADS1;ATXN1;NEDD4;PIPOX;SLC27A2;PHYH
CHOLESTEROL_HOMEOSTASIS,5.56952252084371e-08,6.82266508803355e-07,0.228052985524998,0.579662803108683,2.29543967612367,62,PH_pass,14022,D1,positive mortality association,LDLR;STX5;PNRC1;NFIL3;DHCR7;CLU;CHKA;FABP5;TM7SF2;CD9;AVPR1A;SREBF2;SCD;MVD;ATF5;LGMN;GSTM2;CYP51A1;ALDOC;PPARG;TNFRSF12A;SQLE;ACTG1;FDFT1;ACAT2
COAGULATION,2.02831645251642e-05,9.93875061733043e-05,0.182442388419998,0.463036248411608,1.94887891378162,86,PH_pass,14022,D1,positive mortality association,THBS1;TIMP3;MMP1;MAFF;FURIN;VWF;GP9;ITGB3;PF4;SPARC;PLAU;CLU;P2RY1;ADAM9;WDR1;CD9;MMP8;GP1BA;SERPINE1;MMP9;KLF7;GSN;LGMN;PROS1;FN1;TIMP1;GNB2;FBN1;PEF1;CAPN5;F12;SIRT2;SERPINB2;CTSK;OLR1;PDGFB
COMPLEMENT,0.444767826432068,0.495309624890257,0.0202744207973598,0.218159613926045,1.00785742022589,163,PH_pass,14022,D1,positive mortality association,DGKH;PCSK9;MAFF;CDK5R1;GP9;CA2;CLU;HSPA1A;ADAM9;PIM1;MMP8;GP1BA;SERPINE1;TNFAIP3;COL4A2;ITGAM;LCP2;PIK3R5;LGMN;CDA;PSEN1;CTSD;PRKCD;CD55;EHD1;RHOG;FN1;TIMP1;GNB2;STX4;TIMP2;GRB2;GNAI2;LTF;SERPINB2;RBSN;OLR1;RAF1;CR1;PDGFB;PLSCR1;XPNPEP1;S100A12;PFN1
DNA_REPAIR,0.588957055214724,0.601226993865031,0.033872889366735,-0.187809579424811,-0.95220959990298,138,PH_pass,14022,D1,negative mortality association,NCBP2;ERCC5;RNMT;POLD3;ERCC8;NUDT21;GTF2H3;RAE1;POLR2C;NFX1;GTF2H1;NELFCD;POLR3C;ADA;GTF2H5;POLB;SNAPC5;UMPS;RALA;APRT;GSDME;ERCC3;REV3L;RPA3;POLR1H;LIG1;NT5C;CSTF3;CLP1;POLE4;ITPA;DDB2;POLR2D;SURF1;DUT
E2F_TARGETS,0.014990214193056,0.0244840165153249,0.120674297088992,0.295145871711785,1.39524896751028,197,PH_pass,14022,D1,positive mortality association,SPAG5;TUBG1;DIAPH3;ESPL1;AURKB;CDCA3;TRIP13;GINS4;MYBL2;CIT;CKS2;MCM6;MXD3;KIF4A;HMGB3;RRM2;KIF2C;TFRC;HMGB2;BARD1;BIRC5;PTTG1;CCNE1;PSMC3IP;DEPDC1;NUP153;CDC20;PLK1;TOP2A;SUV39H1;HMGA1;CDCA8;TCF19;NCAPD2;MAD2L1;KPNA2;E2F8;RAD51AP1;SPC24;ORC6;DCLRE1B;WEE1;CCNB2;CKS1B;PA2G4;MCM2;GINS3;DONSON;CDK1;PLK4;JPT1;CDC25A;UBE2S;CDKN1B;RACGAP1;BUB1B;GSPT1;UBE2T;STMN1;CENPE;RNASEH2A;CDKN2C;TK1;NAA38;GINS1;CDKN1A;MELK
EPITHELIAL_MESENCHYMAL_TRANSITION,4.96570902052635e-07,3.47599631436845e-06,0.209014013725794,0.464962265312162,2.05373905213924,117,PH_pass,14022,D1,positive mortality association,VEGFA;AREG;EFEMP2;MYL9;THBS1;COL6A3;TIMP3;MMP1;TPM4;SDC4;ITGB3;ITGB5;FSTL1;SPARC;TGM2;PTX3;MYLK;TPM1;SLC6A8;QSOX1;SDC1;GADD45B;SERPINE1;TNFAIP3;COL4A2;INHBA;LOXL1;GADD45A;PLOD1;TNFRSF12A;BASP1;TGFB1;FN1;TIMP1;FBN1;PLOD2;CADM1;ANPEP;FLNA;ID2
ESTROGEN_RESPONSE_EARLY,0.00653347903250901,0.0133391863580392,0.129006250027651,0.335850826996803,1.50982743402076,133,PH_pass,14022,D1,positive mortality association,SLC2A1;AREG;FOXC1;SLC7A5;IGF1R;TTC39A;FKBP5;TUBB2B;AMFR;FHL2;TGM2;ENDOD1;DHCR7;SIAH2;KCNK5;SLC24A3;KDM4B;SLC16A1;SEC14L2;UGCG;MREG;TOB1;RET;B4GALT1;FLNB;RAB31;FDFT1;RAPGEFL1;SVIL;ELF3;ANXA9;MAST4;MINDY1;ABCA3;NHERF1;BAG1;SH3BP5;AFF1;CHPT1;NADSYN1
ESTROGEN_RESPONSE_LATE,0.00472923559099664,0.0100753279982102,0.129006250027651,0.341020822739509,1.53306930445445,133,PH_pass,14022,D1,positive mortality association,AREG;FOXC1;SLC7A5;FKBP5;CA2;AMFR;DHCR7;CKB;SIAH2;FABP5;UNC13B;KCNK5;CD9;SLC24A3;SLC16A1;CDH1;TOB1;XRCC3;RET;FLNB;CDC20;TOP2A;RAB31;GFUS;FDFT1;RAPGEFL1;PLXNB1;PRKAR2B;ANXA9;CCNA1;ST6GALNAC2;ABCA3;CDC6;STIL;NHERF1;LTF;BAG1;ID2;PLK4;AFF1;CHPT1;RNASEH2A;TFF3;DUSP2;GALE;SLC27A2;MYB;ADD3;KIF20A;XBP1
FATTY_ACID_METABOLISM,0.45789763346175,0.498599645325017,0.0204298515001083,0.22367281579489,0.999367304302072,128,PH_pass,14022,D1,positive mortality association,GABARAPL1;MAOA;D2HGDH;CA4;CA2;YWHAH;KMT5A;ADIPOR2;ACSL1;DLST;ALDOA;GLUL;VNN1;MGLL;DHCR24;ACADVL;TP53INP2;ACAT2;PPARA;LDHA;ENO3;G0S2
G2M_CHECKPOINT,7.33056108281739e-08,7.18394986116104e-07,0.223445379541825,0.424115142196409,1.99221467292069,185,PH_pass,14022,D1,positive mortality association,E2F1;SLC7A5;ESPL1;UBE2C;AURKB;CENPA;KMT5A;POLQ;PRC1;CHAF1A;MYBL2;CKS2;MCM6;KIF4A;SLC7A1;CCNF;E2F3;HMGB3;SAP30;HIF1A;KIF2C;CDC45;TPX2;BUB1;NUSAP1;TFDP1;BARD1;EGF;BIRC5;PTTG1;NSD2;MARCKS;TNPO2;ATF5;KIF11;CCNA2;NUP98;KNL1;CDC20;PLK1;TOP2A;SUV39H1;HMGA1;RAD54L;BCL3;EXO1;RAD23B;SQLE;MAPK14;MAD2L1;KPNA2;E2F2;TLE3;TGFB1;ORC6;CCNB2;CKS1B;MEIS1;MCM2;PAFAH1B1;CDC6;STIL;CDK1;H2BC12;PLK4;LIG3;NDC80;JPT1;CDC25A;UBE2S;CDKN1B;RACGAP1;GSPT1;STMN1;TROAP;CENPE;TOP1;H2AZ2;CDKN2C
GLYCOLYSIS,0.000902717256804795,0.00276457159896468,0.151273237061354,0.351160786264897,1.62124827939309,161,PH_pass,14022,D1,positive mortality association,VEGFA;ABCB6;IRS2;DDIT4;SPAG4;IER3;TPST1;HK2;VLDLR;PKM;CENPA;RRAGD;B4GALT2;SAP30;QSOX1;ALDOA;SDC1;CTH;G6PD;PAM;ANKZF1;SLC16A3;B4GALT1;GYS1;B4GALT4;PLOD1;DEPDC1;EXT1;GFUS;CHPF;ENO1;ELF3;PFKP;SLC25A10;LDHA;PYGL;CXCR4;PLOD2;HDLBP;CDK1;CAPN5;PHKA2;CITED2;GOT1;CLDN9;MERTK;STMN1;CHST2;GCLC;TFF3;CYB5A;GALE;AK4;NOL3;KIF20A;AURKA;TALDO1;UGP2;RBCK1
HEDGEHOG_SIGNALING,0.0101071769479295,0.0198100668179418,0.120674297088992,0.530745166585886,1.68272979182854,23,PH_pass,14022,D1,positive mortality association,VEGFA;ETS2;VLDLR;CDK5R1;ACHE;TLE1;NF1
HEME_METABOLISM,5.88007463383575e-21,2.88123657057952e-19,0.376114619022809,0.571143017903326,2.68034838246823,182,PH_pass,14022,D1,positive mortality association,ABCB6;TMCC2;SLC2A1;SMOX;SLC7A11;RHAG;RHD;ANK1;TAL1;ARHGEF12;NARF;SPTB;CCND3;SLC6A9;RAP1GAP;ADD1;RANBP10;DMTN;CA2;OSBP2;EZH1;MPP1;DCAF11;SPTA1;MAP2K3;ENDOD1;HMBS;SLC25A37;FOXO3;KEL;CDR2;PRDX2;SLC66A2;UBAC1;SLC6A8;EPB42;GCLM;EIF2AK1;RHCE;MARCHF8;HDGF;PSMD9;KLF1;TFRC;GATA1;CA1;MARCHF2;H1-0;XPO7;MFHAS1;YPEL5;ACKR1;MARK3;PPP2R5B;NFE2;ATP6V0A1;ELL2;ASNS;ACSL6;FN3K;RBM38;RNF123;XK;BCAM;E2F2;TRIM58;LPIN2;GYPC;TNS1;FBXO34;PDZK1IP1;RAD23A;MBOAT2;H4C3;NUDT4;SLC4A1;ADIPOR1;CTNS;ALAD;CCDC28A;BSG;DCAF10;TSPO2;SELENBP1;ERMAP;SLC22A4;TOP1;PIGQ;GYPE;SLC10A3;GAPVD1;GCLC;FBXO9;NR3C1;GLRX5;HTRA2;UROD;FBXO7;MYL4;GDE1;TRIM10;TFDP2;KDM7A;RCL1;CPOX;TENT5C;PC;GYPB;ABCG2;HAGH;USP15;RBM5;RIOK3;MXI1;CLIC2;RNF19A
HYPOXIA,2.57365100181451e-13,6.30544495444554e-12,0.295590452937055,0.526677330544332,2.40742474465416,150,PH_pass,14022,D1,positive mortality association,VEGFA;NDRG1;IRS2;DDIT3;SLC2A1;JMJD6;DDIT4;NEDD4L;MAFF;IER3;HK2;VLDLR;PGM1;HK1;PFKFB3;PNRC1;SDC4;RRAGD;NFIL3;TGM2;CAVIN1;FOXO3;SIAH2;KLF6;NDST1;MT1E;NOCT;PIM1;SAP30;ALDOA;SLC2A3;PRKCA;PPP1R15A;SERPINE1;TNFAIP3;SLC6A6;KLF7;FOSL2;PAM;ANKZF1;GYS1;ALDOC;NDST2;PHKG1;GAPDH;EXT1;VHL;EFNA1;PLIN2;GBE1;PRDX5;ENO1;PFKP;LDHA;GPI;MYH9;CXCR4;ENO3;HDLBP;TMEM45A;CITED2;SELENBP1;CDKN1B;TPST2;PDK1;BTG1;PDGFB;CHST2;JUN;XPNPEP1;NR3C1;CSRP2
IL2_STAT5_SIGNALING,0.00191335206915965,0.00481502873988977,0.144233372292081,0.332916403070376,1.54806203943962,170,PH_pass,14022,D1,positive mortality association,NDRG1;GABARAPL1;IL1R2;SPRED2;MAPKAPK2;IL1RL1;HIPK2;IL18R1;MAFF;FURIN;ADAM19;HK2;CCND3;IGF1R;CST7;CA2;SELP;IL4R;RRAGD;NFIL3;TGM2;RGS16;PHLDA1;KLF6;CKAP4;PIM1;DENND5A;PNP;SLC2A3;GADD45B;CSF1;AGER;GATA1;PLEC;SLC1A5;CCNE1;FAH;MXD1
IL6_JAK_STAT3_SIGNALING,0.0614723744630425,0.0912771620814874,0.0693777189790397,0.338949952716434,1.36336647811113,67,PH_pass,14022,D1,positive mortality association,IL1R2;IL18R1;ITGB3;IL4R;PF4;ACVR1B;STAT3;PIM1;CD9;IL17RA;CSF1;IRF9;PIK3R5;IL10RB;TNFRSF12A;TGFB1;CSF3R;IL1R1;TYK2;GRB2;IFNGR2;CSF2RA;PTPN11;JUN;PTPN1;IL3RA;SOCS3;ACVRL1;CBL
INFLAMMATORY_RESPONSE,0.0112294501734914,0.0211631945577338,0.120674297088992,0.31762663284571,1.45186088545647,150,PH_pass,14022,D1,positive mortality association,EREG;IL18R1;LDLR;KIF1B;NFKBIA;ITGB3;RNF144B;IL4R;IL18RAP;RGS16;ACVR1B;EIF2AK2;HBEGF;KLF6;SLC7A1;HIF1A;GP1BA;CSF1;SERPINE1;INHBA;CD82;LCP2;GABBR1;PIK3R5;MXD1;C3AR1;OSM;PSEN1;CD55;MEFV;SRI;RGS1;RHOG;RELA;TIMP1;FZD5;CSF3R;PTPRE;PTGIR;IL1R1;GPR132;IFNGR2;NLRP3;IL10;OLR1;RAF1;CLEC5A;CHST2;C5AR1;IRAK2;TAPBP;CDKN1A;NFKB1;SEMA4D
INTERFERON_ALPHA_RESPONSE,0.95237414187643,0.95237414187643,0.010220654362064,0.167806829142033,0.714576397758637,92,PH_pass,14022,D1,positive mortality association,GMPR;IL4R;EIF2AK2;CSF1;ADAR;IRF9;TMEM140;TRIM25;HELZ2;CMPK2;IFI27
INTERFERON_GAMMA_RESPONSE,0.347542409743367,0.415355562864024,0.0489741949025186,-0.195737581354752,-1.03656135582228,186,PH_pass,14022,D1,negative mortality association,FGL2;HLA-DRB1;HLA-DMA;IDO1;CD86;CXCL10;ST3GAL5;MARCHF1;SAMHD1;GZMA;P2RY14;LYSMD2;IRF8;AUTS2;CD74;PSMA2;CIITA;SLAMF7;GPR18;BANK1;GBP4;NUP93;CMKLR1;IL7;CD40;FCGR1A;HLA-DQA1;CASP8;PTPN2;ITGB7;NOD1;PSME2;GBP6;VAMP5;CD38;IL15;PSMB2;IL2RB;TNFSF10;CFB;IL15RA;RIPK2;PSMB10;PSMA3;VAMP8;OAS2
KRAS_SIGNALING_DN,0.32395392914419,0.407019039181162,0.0269961855306423,0.260779326820622,1.08048860484428,79,PH_pass,14022,D1,positive mortality association,KLHDC8A;ZBTB16;PTGFR;STAG3;GTF3C5;GP1BA;BARD1;EGF;TFCP2L1;MAST3;MEFV;KMT2D;NR6A1;CCNA1;SKIL;HSD11B2;ASB7;SLC25A23;SERPINB2;CHST2;TCF7L1;KCND1;KRT1
KRAS_SIGNALING_UP,0.333784149310252,0.408885582905058,0.0252068792534422,0.235340081246304,1.06380684041455,138,PH_pass,14022,D1,positive mortality association,EREG;TRIB1;GADD45G;CA2;ARG1;TFPI;TOR1AIP2;RGS16;PLAU;HBEGF;PCSK1N;H2BC3;ANKH;PPP1R15A;TNFAIP3;INHBA;MMP9;TMEM158;CDADC1;ADAM8;C3AR1;PLEK2;MMD;GNG11;GYPC;PTBP2;CXCR4;LAT2;G0S2;AKT2;RETN;ID2;CSF2RA;NIN;SPRY2;EMP1;GPNMB;ALDH1A2;F13A1;PPBP
MITOTIC_SPINDLE,1.26612822107451e-07,1.03400471387752e-06,0.218740739393273,0.416898418376043,1.96223835556256,188,PH_pass,14022,D1,positive mortality association,CNTROB;ARHGEF12;KIF1B;KIF3C;NCK2;TUBA4A;ESPL1;TLK1;CLASP1;PRC1;NF1;CTTN;CDC42EP1;RANBP9;SPTBN1;VCL;CSNK1D;NET1;KIF4A;CLIP2;CDK5RAP2;PPP4R2;ARL8A;ANLN;KIF2C;CDC42BPA;PIF1;TPX2;BUB1;NUSAP1;PLEKHG2;BCR;CDC42EP4;BIRC5;PREX1;MARCKS;GSN;KIF11;WASF2;FLNB;CLIP1;FGD4;PLK1;TOP2A;PCNT;ITSN1;ARHGEF2;MYH9;MARK4;CCNB2;SSH2;PAFAH1B1;STAU1;MYO9B;RALBP1;CDK1;FLNA;PXN;MAP1S;RASA2;NIN;DYNLL2;OPHN1;NDC80;MYH10;MAP3K11;ARHGDIA;RACGAP1;HDAC6;CENPE;KIFAP3;CAPZB;EZR;KPTN;ACTN4;FBXO5;ABI1;AURKA;ARHGEF11;RHOT2;ARHGAP4;TUBD1;DLGAP5;SYNPO;RHOF;TTK;NEK2;TUBGCP2;ATG4B;ARAP3;PCGF5;KIF23;CDC42
MTORC1_SIGNALING,9.19860771644652e-05,0.000321951270075628,0.170659227573092,0.361248341212062,1.7020151060519,190,PH_pass,14022,D1,positive mortality association,DDIT3;SLC2A1;SLC7A11;DDIT4;LDLR;HK2;SLC7A5;VLDLR;TUBG1;PGM1;TUBA4A;PHGDH;MAP2K3;NFIL3;DHCR7;HMBS;ADIPOR2;CCNF;RRM2;TM7SF2;CD9;ALDOA;PNP;SLC2A3;PPP1R15A;IFRD1;SCD;SLC6A6;TFRC;CTH;BUB1;PSAT1;SLC1A5;G6PD;GSR;LGMN;CYP51A1;DHCR24;GAPDH;PLK1;ASNS;ETF1;GBE1;SQLE;SQSTM1;ENO1;LDHA;GPI;CXCR4;ELOVL6;PLOD2;MCM2;NHERF1;PDAP1;SLA;GOT1;CDC25A;CORO1A;SKAP2;FADS1;PDK1;YKT6
MYC_TARGETS_V1,0.000171090197330756,0.000558894644613803,0.164451346566605,-0.30659504863028,-1.63026726403317,190,PH_pass,14022,D1,negative mortality association,G3BP1;NCBP1;DDX18;NCBP2;CLNS1A;DHX15;HDDC2;CCT4;HNRNPR;RSL1D1;RPL34;SRSF1;SRSF7;CUL1;PSMA4;STARD7;SYNCRIP;PSMA2;EIF3D;BUB3;HDAC2;NOP56;PWP1;NOP16;XRCC6;CCT7;HNRNPD;TUFM;RPL18;RPL22;PSMC6;SLC25A3;RPS10;PSMD14;ABCE1;RPS2;SET;COPS5;YWHAQ;ILF2;AIMP2;PSMB2;XPO1;MRPL9;PRDX3;CNBP;SNRPB2;EPRS1;NDUFAB1;DEK;ACP1;EEF1B2;RPS3;CCT3;RPS5;EIF2S1;DUT;CSTF2;PHB1;TOMM70;TARDBP;SNRPA1;USP1
MYC_TARGETS_V2,0.0590154211150652,0.0903673635824437,0.101377203467264,-0.317986477751818,-1.35877484190659,56,PH_pass,14022,D1,negative mortality association,DDX18;PES1;UTP20;PRMT3;NOP56;TFB2M;NOP16;TBRG4;PPAN;WDR43;MPHOSPH10;TCOF1;AIMP2;NIP7;EXOSC5;NDUFAF4;PHB1;PUS1;NPM1;GRWD1;DCTPP1;RRP12;MYC;UNG;RABEPK;MAP3K6;LAS1L;IMP4;PPRC1;GNL3;NOP2;HSPD1;WDR74
MYOGENESIS,2.45244758555194e-05,0.000109245392447314,0.182442388419998,0.429772898816204,1.88285131319601,111,PH_pass,14022,D1,positive mortality association,COL6A3;ITGA7;KCNH2;ITGB5;ACHE;FOXO4;SPARC;CLU;HBEGF;FHL1;CKB;MYLK;KLF5;PFKM;SORBS1;ACSL1;SLC6A8;GADD45B;IFRD1;COL4A2;SCD;APP;PDLIM7;GSN;ATP6AP1;SMTN;NQO1;MEF2D;TGFB1;SVIL;KIFC3;MYH9;ENO3;AKT2;MEF2A;BAG1;SIRT2;FKBP1B;GPX3;MYH11;PTP4A3;CRAT;AK1;GABARAPL2;FLII;MYH3;MYO1C;CDKN1A;TPM3;MYL4;FGF2;GNAO1;NOTCH1;TNNI2;RIT1;PC
NOTCH_SIGNALING,0.439477124183007,0.495309624890257,0.0321000773527401,-0.284102934310754,-1.00265286804461,25,PH_pass,14022,D1,negative mortality association,LFNG;CUL1;DTX1;PSEN2;ST3GAL6;MAML2;PPARD;KAT2A;ARRB1;FZD1
